firm_id int, firm_name varchar(100), firm_url varchar(300), site_status int, ceo_name varchar(50), settling_day date, exective_name1 varchar(50), exective_name2 varchar(50), exective_name3 varchar(50), exective_name4 varchar(50), exective_name5 varchar(50), exective_name6 varchar(50), exective_name7 varchar(50), exective_name8 varchar(50), exective_name9 varchar(50), exective_name10 varchar(50), exective_name11 varchar(50), exective_name12 varchar(50), exective_name13 varchar(50), exective_name14 varchar(50), exective_name15 varchar(50), ir_url varchar(300), ceo_face_pic_url varchar(300), done int
4971,メック,,,,,,,,,,,,,,,,,,,,,,1
4972,綜研化学,,,,,,,,,,,,,,,,,,,,,,1
4973,日本高純度化学,,,,,,,,,,,,,,,,,,,,,,1
4974,タカラバイオ,,,,,,,,,,,,,,,,,,,,,,1
4975,ＪＣＵ,,,,,,,,,,,,,,,,,,,,,,1
4976,東洋ドライルーブ,,,,,,,,,,,,,,,,,,,,,,1
4977,新田ゼラチン,,,,,,,,,,,,,,,,,,,,,,1
4978,リプロセル,,,,,,,,,,,,,,,,,,,,,,1
4979,ＯＡＴアグリオ,,,,,,,,,,,,,,,,,,,,,,1
4980,デクセリアルズ,,,,,,,,,,,,,,,,,,,,,,1
4985,アース製薬,,,,,,,,,,,,,,,,,,,,,,1
4987,寺岡製作所,,,,,,,,,,,,,,,,,,,,,,1
4990,昭和化学工業,,,,,,,,,,,,,,,,,,,,,,1
4992,北興化学工業,,,,,,,,,,,,,,,,,,,,,,1
4994,大成ラミック,,,,,,,,,,,,,,,,,,,,,,1
4996,クミアイ化学工業,,,,,,,,,,,,,,,,,,,,,,1
4997,日本農薬,,,,,,,,,,,,,,,,,,,,,,1
4998,フマキラー,,,,,,,,,,,,,,,,,,,,,,1
4999,セメダイン,,,,,,,,,,,,,,,,,,,,,,1
5008,東亜石油,,,,,,,,,,,,,,,,,,,,,,1
5009,富士興産,,,,,,,,,,,,,,,,,,,,,,1
5010,日本精蝋,,,,,,,,,,,,,,,,,,,,,,1
5011,ニチレキ,,,,,,,,,,,,,,,,,,,,,,1
5013,ユシロ化学工業,,,,,,,,,,,,,,,,,,,,,,1
5015,ビーピー・カストロール,,,,,,,,,,,,,,,,,,,,,,1
5017,富士石油,,,,,,,,,,,,,,,,,,,,,,1
5018,ＭＯＲＥＳＣＯ,,,,,,,,,,,,,,,,,,,,,,1
5019,出光興産,,,,,,,,,,,,,,,,,,,,,,1
5020,ＪＸＴＧホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5021,コスモエネルギーホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5101,横浜ゴム,,,,,,,,,,,,,,,,,,,,,,1
5103,昭和ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5104,日東化工,,,,,,,,,,,,,,,,,,,,,,1
5105,ＴＯＹＯ　ＴＩＲＥ,,,,,,,,,,,,,,,,,,,,,,1
5108,ブリヂストン,,,,,,,,,,,,,,,,,,,,,,1
5110,住友ゴム工業,,,,,,,,,,,,,,,,,,,,,,1
5121,藤倉コンポジット,,,,,,,,,,,,,,,,,,,,,,1
5122,オカモト,,,,,,,,,,,,,,,,,,,,,,1
5142,アキレス,,,,,,,,,,,,,,,,,,,,,,1
5161,西川ゴム工業,,,,,,,,,,,,,,,,,,,,,,1
5162,朝日ラバー,,,,,,,,,,,,,,,,,,,,,,1
5184,ニチリン,,,,,,,,,,,,,,,,,,,,,,1
5185,フコク,,,,,,,,,,,,,,,,,,,,,,1
5186,ニッタ,,,,,,,,,,,,,,,,,,,,,,1
5187,クリエートメディック,,,,,,,,,,,,,,,,,,,,,,1
5189,櫻護謨,,,,,,,,,,,,,,,,,,,,,,1
5191,住友理工,,,,,,,,,,,,,,,,,,,,,,1
5192,三ツ星ベルト,,,,,,,,,,,,,,,,,,,,,,1
5194,相模ゴム工業,,,,,,,,,,,,,,,,,,,,,,1
5195,バンドー化学,,,,,,,,,,,,,,,,,,,,,,1
5199,不二ラテックス,,,,,,,,,,,,,,,,,,,,,,1
5201,ＡＧＣ,,,,,,,,,,,,,,,,,,,,,,1
5202,日本板硝子,,,,,,,,,,,,,,,,,,,,,,1
5204,石塚硝子,,,,,,,,,,,,,,,,,,,,,,1
5208,有沢製作所,,,,,,,,,,,,,,,,,,,,,,1
5210,日本山村硝子,,,,,,,,,,,,,,,,,,,,,,1
5212,不二硝子,,,,,,,,,,,,,,,,,,,,,,1
5214,日本電気硝子,,,,,,,,,,,,,,,,,,,,,,1
5216,倉元製作所,,,,,,,,,,,,,,,,,,,,,,1
5217,テクノクオーツ,,,,,,,,,,,,,,,,,,,,,,1
5218,オハラ,,,,,,,,,,,,,,,,,,,,,,1
5232,住友大阪セメント,,,,,,,,,,,,,,,,,,,,,,1
5233,太平洋セメント,,,,,,,,,,,,,,,,,,,,,,1
5237,ノザワ,,,,,,,,,,,,,,,,,,,,,,1
5261,リソルホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5262,日本ヒューム,,,,,,,,,,,,,,,,,,,,,,1
5268,旭コンクリート工業,,,,,,,,,,,,,,,,,,,,,,1
5269,日本コンクリート工業,,,,,,,,,,,,,,,,,,,,,,1
5271,トーヨーアサノ,,,,,,,,,,,,,,,,,,,,,,1
5273,三谷セキサン,,,,,,,,,,,,,,,,,,,,,,1
5277,スパンクリートコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
5279,日本興業,,,,,,,,,,,,,,,,,,,,,,1
5280,ヨシコン,,,,,,,,,,,,,,,,,,,,,,1
5282,ジオスター,,,,,,,,,,,,,,,,,,,,,,1
5283,高見澤,,,,,,,,,,,,,,,,,,,,,,1
5284,ヤマウ,,,,,,,,,,,,,,,,,,,,,,1
5285,ヤマックス,,,,,,,,,,,,,,,,,,,,,,1
5287,イトーヨーギョー,,,,,,,,,,,,,,,,,,,,,,1
5288,アジアパイルホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5290,ベルテクスコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
5301,東海カーボン,,,,,,,,,,,,,,,,,,,,,,1
5302,日本カーボン,,,,,,,,,,,,,,,,,,,,,,1
5304,ＳＥＣカーボン,,,,,,,,,,,,,,,,,,,,,,1
5310,東洋炭素,,,,,,,,,,,,,,,,,,,,,,1
5331,ノリタケカンパニーリミテド,,,,,,,,,,,,,,,,,,,,,,1
5332,ＴＯＴＯ,,,,,,,,,,,,,,,,,,,,,,1
5333,日本碍子,,,,,,,,,,,,,,,,,,,,,,1
5334,日本特殊陶業,,,,,,,,,,,,,,,,,,,,,,1
5337,ダントーホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5341,アサヒ衛陶,,,,,,,,,,,,,,,,,,,,,,1
5344,ＭＡＲＵＷＡ,,,,,,,,,,,,,,,,,,,,,,1
5351,品川リフラクトリーズ,,,,,,,,,,,,,,,,,,,,,,1
5352,黒崎播磨,,,,,,,,,,,,,,,,,,,,,,1
5355,日本坩堝,,,,,,,,,,,,,,,,,,,,,,1
5357,ヨータイ,,,,,,,,,,,,,,,,,,,,,,1
5358,イソライト工業,,,,,,,,,,,,,,,,,,,,,,1
5363,東京窯業,,,,,,,,,,,,,,,,,,,,,,1
5367,ニッカトー,,,,,,,,,,,,,,,,,,,,,,1
5380,新東,,,,,,,,,,,,,,,,,,,,,,1
5381,Ｍｉｐｏｘ,,,,,,,,,,,,,,,,,,,,,,1
5384,フジミインコーポレーテッド,,,,,,,,,,,,,,,,,,,,,,1
5386,鶴弥,,,,,,,,,,,,,,,,,,,,,,1
5387,チヨダウーテ,,,,,,,,,,,,,,,,,,,,,,1
5388,クニミネ工業,,,,,,,,,,,,,,,,,,,,,,1
5391,エーアンドエーマテリアル,,,,,,,,,,,,,,,,,,,,,,1
5393,ニチアス,,,,,,,,,,,,,,,,,,,,,,1
5395,理研コランダム,,,,,,,,,,,,,,,,,,,,,,1
5401,日本製鉄,,,,,,,,,,,,,,,,,,,,,,1
5406,神戸製鋼所,,,,,,,,,,,,,,,,,,,,,,1
5408,中山製鋼所,,,,,,,,,,,,,,,,,,,,,,1
5410,合同製鐵,,,,,,,,,,,,,,,,,,,,,,1
5411,ジェイ　エフ　イー　ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5423,東京製鐵,,,,,,,,,,,,,,,,,,,,,,1
5440,共英製鋼,,,,,,,,,,,,,,,,,,,,,,1
5444,大和工業,,,,,,,,,,,,,,,,,,,,,,1
5445,東京鐵鋼,,,,,,,,,,,,,,,,,,,,,,1
5446,北越メタル,,,,,,,,,,,,,,,,,,,,,,1
5449,大阪製鐵,,,,,,,,,,,,,,,,,,,,,,1
5451,淀川製鋼所,,,,,,,,,,,,,,,,,,,,,,1
5458,高砂鐵工,,,,,,,,,,,,,,,,,,,,,,1
5463,丸一鋼管,,,,,,,,,,,,,,,,,,,,,,1
5464,モリ工業,,,,,,,,,,,,,,,,,,,,,,1
5471,大同特殊鋼,,,,,,,,,,,,,,,,,,,,,,1
5476,日本高周波鋼業,,,,,,,,,,,,,,,,,,,,,,1
5480,日本冶金工業,,,,,,,,,,,,,,,,,,,,,,1
5481,山陽特殊製鋼,,,,,,,,,,,,,,,,,,,,,,1
5482,愛知製鋼,,,,,,,,,,,,,,,,,,,,,,1
5484,東北特殊鋼,,,,,,,,,,,,,,,,,,,,,,1
5486,日立金属,,,,,,,,,,,,,,,,,,,,,,1
5491,日本金属,,,,,,,,,,,,,,,,,,,,,,1
5541,大平洋金属,,,,,,,,,,,,,,,,,,,,,,1
5542,新報国製鉄,,,,,,,,,,,,,,,,,,,,,,1
5563,新日本電工,,,,,,,,,,,,,,,,,,,,,,1
5602,栗本鐵工所,,,,,,,,,,,,,,,,,,,,,,1
5603,虹技,,,,,,,,,,,,,,,,,,,,,,1
5609,日本鋳造,,,,,,,,,,,,,,,,,,,,,,1
5610,大和重工,,,,,,,,,,,,,,,,,,,,,,1
5612,日本鋳鉄管,,,,,,,,,,,,,,,,,,,,,,1
5614,川金ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5631,日本製鋼所,,,,,,,,,,,,,,,,,,,,,,1
5632,三菱製鋼,,,,,,,,,,,,,,,,,,,,,,1
5644,メタルアート,,,,,,,,,,,,,,,,,,,,,,1
5658,日亜鋼業,,,,,,,,,,,,,,,,,,,,,,1
5659,日本精線,,,,,,,,,,,,,,,,,,,,,,1
5660,神鋼鋼線工業,,,,,,,,,,,,,,,,,,,,,,1
5695,パウダーテック,,,,,,,,,,,,,,,,,,,,,,1
5697,サンユウ,,,,,,,,,,,,,,,,,,,,,,1
5698,エンビプロ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5699,イボキン,,,,,,,,,,,,,,,,,,,,,,1
5702,大紀アルミニウム工業所,,,,,,,,,,,,,,,,,,,,,,1
5703,日本軽金属ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5704,ＪＭＣ,,,,,,,,,,,,,,,,,,,,,,1
5706,三井金属鉱業,,,,,,,,,,,,,,,,,,,,,,1
5707,東邦亜鉛,,,,,,,,,,,,,,,,,,,,,,1
5711,三菱マテリアル,,,,,,,,,,,,,,,,,,,,,,1
5713,住友金属鉱山,,,,,,,,,,,,,,,,,,,,,,1
5714,ＤＯＷＡホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5715,古河機械金属,,,,,,,,,,,,,,,,,,,,,,1
5721,エス・サイエンス,,,,,,,,,,,,,,,,,,,,,,1
5724,アサカ理研,,,,,,,,,,,,,,,,,,,,,,1
5726,大阪チタニウムテクノロジーズ,,,,,,,,,,,,,,,,,,,,,,1
5727,東邦チタニウム,,,,,,,,,,,,,,,,,,,,,,1
5729,日本精鉱,,,,,,,,,,,,,,,,,,,,,,1
5741,ＵＡＣＪ,,,,,,,,,,,,,,,,,,,,,,1
5742,エヌアイシ・オートテック,,,,,,,,,,,,,,,,,,,,,,1
5753,日本伸銅,,,,,,,,,,,,,,,,,,,,,,1
5757,ＣＫサンエツ,,,,,,,,,,,,,,,,,,,,,,1
5781,東邦金属,,,,,,,,,,,,,,,,,,,,,,1
5801,古河電気工業,,,,,,,,,,,,,,,,,,,,,,1
5802,住友電気工業,,,,,,,,,,,,,,,,,,,,,,1
5803,フジクラ,,,,,,,,,,,,,,,,,,,,,,1
5805,昭和電線ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5807,東京特殊電線,,,,,,,,,,,,,,,,,,,,,,1
5809,タツタ電線,,,,,,,,,,,,,,,,,,,,,,1
5816,オーナンバ,,,,,,,,,,,,,,,,,,,,,,1
5817,ＪＭＡＣＳ,,,,,,,,,,,,,,,,,,,,,,1
5819,カナレ電気,,,,,,,,,,,,,,,,,,,,,,1
5820,三ッ星,,,,,,,,,,,,,,,,,,,,,,1
5821,平河ヒューテック,,,,,,,,,,,,,,,,,,,,,,1
5851,リョービ,,,,,,,,,,,,,,,,,,,,,,1
5852,アーレスティ,,,,,,,,,,,,,,,,,,,,,,1
5856,エルアイイーエイチ,,,,,,,,,,,,,,,,,,,,,,1
5857,アサヒホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5858,ＳＴＧ,,,,,,,,,,,,,,,,,,,,,,1
5900,ダイケン,,,,,,,,,,,,,,,,,,,,,,1
5901,東洋製罐グループホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5902,ホッカンホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5903,シンポ,,,,,,,,,,,,,,,,,,,,,,1
5905,日本製罐,,,,,,,,,,,,,,,,,,,,,,1
5906,エムケー精工,,,,,,,,,,,,,,,,,,,,,,1
5907,ＪＦＥコンテイナー,,,,,,,,,,,,,,,,,,,,,,1
5909,コロナ,,,,,,,,,,,,,,,,,,,,,,1
5911,横河ブリッジホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5912,ＯＳＪＢホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5915,駒井ハルテック,,,,,,,,,,,,,,,,,,,,,,1
5918,瀧上工業,,,,,,,,,,,,,,,,,,,,,,1
5921,川岸工業,,,,,,,,,,,,,,,,,,,,,,1
5922,那須電機鉄工,,,,,,,,,,,,,,,,,,,,,,1
5923,高田機工,,,,,,,,,,,,,,,,,,,,,,1
5928,アルメタックス,,,,,,,,,,,,,,,,,,,,,,1
5929,三和ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
5930,文化シヤッター,,,,,,,,,,,,,,,,,,,,,,1
5932,三協立山,,,,,,,,,,,,,,,,,,,,,,1
5933,アルインコ,,,,,,,,,,,,,,,,,,,,,,1
5935,元旦ビューティ工業,,,,,,,,,,,,,,,,,,,,,,1
5936,東洋シヤッター,,,,,,,,,,,,,,,,,,,,,,1
5938,ＬＩＸＩＬグループ,,,,,,,,,,,,,,,,,,,,,,1
5939,大谷工業,,,,,,,,,,,,,,,,,,,,,,1
5940,不二サッシ,,,,,,,,,,,,,,,,,,,,,,1
5941,中西製作所,,,,,,,,,,,,,,,,,,,,,,1
5942,日本フイルコン,,,,,,,,,,,,,,,,,,,,,,1
5943,ノーリツ,,,,,,,,,,,,,,,,,,,,,,1
5945,天龍製鋸,,,,,,,,,,,,,,,,,,,,,,1
5946,長府製作所,,,,,,,,,,,,,,,,,,,,,,1
5947,リンナイ,,,,,,,,,,,,,,,,,,,,,,1
5949,ユニプレス,,,,,,,,,,,,,,,,,,,,,,1
5950,日本パワーファスニング,,,,,,,,,,,,,,,,,,,,,,1
5951,ダイニチ工業,,,,,,,,,,,,,,,,,,,,,,1
5952,アマテイ,,,,,,,,,,,,,,,,,,,,,,1
5955,ヤマシナ,,,,,,,,,,,,,,,,,,,,,,1
5956,トーソー,,,,,,,,,,,,,,,,,,,,,,1
5957,日東精工,,,,,,,,,,,,,,,,,,,,,,1
5958,三洋工業,,,,,,,,,,,,,,,,,,,,,,1
5959,岡部,,,,,,,,,,,,,,,,,,,,,,1
5962,浅香工業,,,,,,,,,,,,,,,,,,,,,,1
5964,東洋刃物,,,,,,,,,,,,,,,,,,,,,,1
5965,フジマック,,,,,,,,,,,,,,,,,,,,,,1
5966,京都機械工具,,,,,,,,,,,,,,,,,,,,,,1
5967,ＴＯＮＥ,,,,,,,,,,,,,,,,,,,,,,1
5969,ロブテックス,,,,,,,,,,,,,,,,,,,,,,1
5970,ジーテクト,,,,,,,,,,,,,,,,,,,,,,1
5971,共和工業所,,,,,,,,,,,,,,,,,,,,,,1
5973,トーアミ,,,,,,,,,,,,,,,,,,,,,,1
5974,中国工業,,,,,,,,,,,,,,,,,,,,,,1
5975,東プレ,,,,,,,,,,,,,,,,,,,,,,1
5976,高周波熱錬,,,,,,,,,,,,,,,,,,,,,,1
5981,東京製綱,,,,,,,,,,,,,,,,,,,,,,1
5982,マルゼン,,,,,,,,,,,,,,,,,,,,,,1
5983,イワブチ,,,,,,,,,,,,,,,,,,,,,,1
5984,兼房,,,,,,,,,,,,,,,,,,,,,,1
5985,サンコール,,,,,,,,,,,,,,,,,,,,,,1
5986,モリテック　スチール,,,,,,,,,,,,,,,,,,,,,,1
5987,オーネックス,,,,,,,,,,,,,,,,,,,,,,1
5988,パイオラックス,,,,,,,,,,,,,,,,,,,,,,1
5989,エイチワン,,,,,,,,,,,,,,,,,,,,,,1
5990,スーパーツール,,,,,,,,,,,,,,,,,,,,,,1
5991,日本発條,,,,,,,,,,,,,,,,,,,,,,1
5992,中央発條,,,,,,,,,,,,,,,,,,,,,,1
5994,ファインシンター,,,,,,,,,,,,,,,,,,,,,,1
5997,協立エアテック,,,,,,,,,,,,,,,,,,,,,,1
5998,アドバネクス,,,,,,,,,,,,,,,,,,,,,,1
5999,イハラサイエンス,,,,,,,,,,,,,,,,,,,,,,1
6005,三浦工業,,,,,,,,,,,,,,,,,,,,,,1
6013,タクマ,,,,,,,,,,,,,,,,,,,,,,1
6016,ジャパンエンジンコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
6018,阪神内燃機工業,,,,,,,,,,,,,,,,,,,,,,1
6022,赤阪鐵工所,,,,,,,,,,,,,,,,,,,,,,1
6023,ダイハツディーゼル,,,,,,,,,,,,,,,,,,,,,,1
6026,ＧＭＯ　ＴＥＣＨ,,,,,,,,,,,,,,,,,,,,,,1
6027,弁護士ドットコム,,,,,,,,,,,,,,,,,,,,,,1
6028,テクノプロ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6029,アトラ,,,,,,,,,,,,,,,,,,,,,,1
6030,アドベンチャー,,,,,,,,,,,,,,,,,,,,,,1
6031,サイジニア,,,,,,,,,,,,,,,,,,,,,,1
6032,インターワークス,,,,,,,,,,,,,,,,,,,,,,1
6033,エクストリーム,,,,,,,,,,,,,,,,,,,,,,1
6034,ＭＲＴ,,,,,,,,,,,,,,,,,,,,,,1
6035,アイ・アールジャパンホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6036,ＫｅｅＰｅｒ技研,,,,,,,,,,,,,,,,,,,,,,1
6037,ファーストロジック,,,,,,,,,,,,,,,,,,,,,,1
6038,イード,,,,,,,,,,,,,,,,,,,,,,1
6039,日本動物高度医療センター,,,,,,,,,,,,,,,,,,,,,,1
6040,日本スキー場開発,,,,,,,,,,,,,,,,,,,,,,1
6042,ニッキ,,,,,,,,,,,,,,,,,,,,,,1
6044,三機サービス,,,,,,,,,,,,,,,,,,,,,,1
6045,レントラックス,,,,,,,,,,,,,,,,,,,,,,1
6046,リンクバル,,,,,,,,,,,,,,,,,,,,,,1
6047,Ｇｕｎｏｓｙ,,,,,,,,,,,,,,,,,,,,,,1
6048,デザインワン・ジャパン,,,,,,,,,,,,,,,,,,,,,,1
6049,イトクロ,,,,,,,,,,,,,,,,,,,,,,1
6050,イー・ガーディアン,,,,,,,,,,,,,,,,,,,,,,1
6054,リブセンス,,,,,,,,,,,,,,,,,,,,,,1
6055,ジャパンマテリアル,,,,,,,,,,,,,,,,,,,,,,1
6058,ベクトル,,,,,,,,,,,,,,,,,,,,,,1
6059,ウチヤマホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6060,こころネット,,,,,,,,,,,,,,,,,,,,,,1
6061,ユニバーサル園芸社,,,,,,,,,,,,,,,,,,,,,,1
6062,チャーム・ケア・コーポレーション,,,,,,,,,,,,,,,,,,,,,,1
6063,日本エマージェンシーアシスタンス,,,,,,,,,,,,,,,,,,,,,,1
6064,アクトコール,,,,,,,,,,,,,,,,,,,,,,1
6065,ライクキッズネクスト,,,,,,,,,,,,,,,,,,,,,,1
6066,新東京グループ,,,,,,,,,,,,,,,,,,,,,,1
6067,インパクトホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6069,トレンダーズ,,,,,,,,,,,,,,,,,,,,,,1
6070,キャリアリンク,,,,,,,,,,,,,,,,,,,,,,1
6071,ＩＢＪ,,,,,,,,,,,,,,,,,,,,,,1
6072,地盤ネットホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6073,アサンテ,,,,,,,,,,,,,,,,,,,,,,1
6074,ジェイエスエス,,,,,,,,,,,,,,,,,,,,,,1
6077,Ｎ・フィールド,,,,,,,,,,,,,,,,,,,,,,1
6078,バリューＨＲ,,,,,,,,,,,,,,,,,,,,,,1
6080,Ｍ＆Ａキャピタルパートナーズ,,,,,,,,,,,,,,,,,,,,,,1
6081,アライドアーキテクツ,,,,,,,,,,,,,,,,,,,,,,1
6082,ライドオンエクスプレスホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6083,ＥＲＩホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6085,アーキテクツ・スタジオ・ジャパン,,,,,,,,,,,,,,,,,,,,,,1
6086,シンメンテホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6087,アビスト,,,,,,,,,,,,,,,,,,,,,,1
6088,シグマクシス,,,,,,,,,,,,,,,,,,,,,,1
6089,ウィルグループ,,,,,,,,,,,,,,,,,,,,,,1
6090,ヒューマン・メタボローム・テクノロジーズ,,,,,,,,,,,,,,,,,,,,,,1
6091,ウエスコホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6092,エンバイオ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6093,エスクロー・エージェント・ジャパン,,,,,,,,,,,,,,,,,,,,,,1
6094,フリークアウト・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6095,メドピア,,,,,,,,,,,,,,,,,,,,,,1
6096,レアジョブ,,,,,,,,,,,,,,,,,,,,,,1
6097,日本ビューホテル,,,,,,,,,,,,,,,,,,,,,,1
6098,リクルートホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6099,エラン,,,,,,,,,,,,,,,,,,,,,,1
6101,ツガミ,,,,,,,,,,,,,,,,,,,,,,1
6103,オークマ,,,,,,,,,,,,,,,,,,,,,,1
6104,東芝機械,,,,,,,,,,,,,,,,,,,,,,1
6112,小島鉄工所,,,,,,,,,,,,,,,,,,,,,,1
6113,アマダホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6118,アイダエンジニアリング,,,,,,,,,,,,,,,,,,,,,,1
6121,滝澤鉄工所,,,,,,,,,,,,,,,,,,,,,,1
6125,岡本工作機械製作所,,,,,,,,,,,,,,,,,,,,,,1
6131,浜井産業,,,,,,,,,,,,,,,,,,,,,,1
6134,ＦＵＪＩ,,,,,,,,,,,,,,,,,,,,,,1
6135,牧野フライス製作所,,,,,,,,,,,,,,,,,,,,,,1
6136,オーエスジー,,,,,,,,,,,,,,,,,,,,,,1
6137,小池酸素工業,,,,,,,,,,,,,,,,,,,,,,1
6138,ダイジェット工業,,,,,,,,,,,,,,,,,,,,,,1
6140,旭ダイヤモンド工業,,,,,,,,,,,,,,,,,,,,,,1
6141,ＤＭＧ森精機,,,,,,,,,,,,,,,,,,,,,,1
6143,ソディック,,,,,,,,,,,,,,,,,,,,,,1
6144,西部電機,,,,,,,,,,,,,,,,,,,,,,1
6145,日特エンジニアリング,,,,,,,,,,,,,,,,,,,,,,1
6146,ディスコ,,,,,,,,,,,,,,,,,,,,,,1
6147,ヤマザキ,,,,,,,,,,,,,,,,,,,,,,1
6149,小田原エンジニアリング,,,,,,,,,,,,,,,,,,,,,,1
6150,タケダ機械,,,,,,,,,,,,,,,,,,,,,,1
6151,日東工器,,,,,,,,,,,,,,,,,,,,,,1
6155,高松機械工業,,,,,,,,,,,,,,,,,,,,,,1
6156,エーワン精密,,,,,,,,,,,,,,,,,,,,,,1
6157,日進工具,,,,,,,,,,,,,,,,,,,,,,1
6158,和井田製作所,,,,,,,,,,,,,,,,,,,,,,1
6159,ミクロン精密,,,,,,,,,,,,,,,,,,,,,,1
6161,エスティック,,,,,,,,,,,,,,,,,,,,,,1
6164,太陽工機,,,,,,,,,,,,,,,,,,,,,,1
6165,パンチ工業,,,,,,,,,,,,,,,,,,,,,,1
6166,中村超硬,,,,,,,,,,,,,,,,,,,,,,1
6167,冨士ダイス,,,,,,,,,,,,,,,,,,,,,,1
6171,土木管理総合試験所,,,,,,,,,,,,,,,,,,,,,,1
6172,メタップス,,,,,,,,,,,,,,,,,,,,,,1
6173,アクアライン,,,,,,,,,,,,,,,,,,,,,,1
6174,デンタス,,,,,,,,,,,,,,,,,,,,,,1
6175,ネットマーケティング,,,,,,,,,,,,,,,,,,,,,,1
6176,ブランジスタ,,,,,,,,,,,,,,,,,,,,,,1
6177,ＡｐｐＢａｎｋ,,,,,,,,,,,,,,,,,,,,,,1
6178,日本郵政,,,,,,,,,,,,,,,,,,,,,,1
6180,ＧＭＯメディア,,,,,,,,,,,,,,,,,,,,,,1
6181,パートナーエージェント,,,,,,,,,,,,,,,,,,,,,,1
6182,ロゼッタ,,,,,,,,,,,,,,,,,,,,,,1
6183,ベルシステム２４ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6184,鎌倉新書,,,,,,,,,,,,,,,,,,,,,,1
6185,ソネット・メディア・ネットワークス,,,,,,,,,,,,,,,,,,,,,,1
6186,一蔵,,,,,,,,,,,,,,,,,,,,,,1
6187,ＬＩＴＡＬＩＣＯ,,,,,,,,,,,,,,,,,,,,,,1
6188,富士ソフトサービスビューロ,,,,,,,,,,,,,,,,,,,,,,1
6189,グローバルキッズＣＯＭＰＡＮＹ,,,,,,,,,,,,,,,,,,,,,,1
6190,フェニックスバイオ,,,,,,,,,,,,,,,,,,,,,,1
6191,エボラブルアジア,,,,,,,,,,,,,,,,,,,,,,1
6192,ハイアス・アンド・カンパニー,,,,,,,,,,,,,,,,,,,,,,1
6193,バーチャレクス・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6194,アトラエ,,,,,,,,,,,,,,,,,,,,,,1
6195,ホープ,,,,,,,,,,,,,,,,,,,,,,1
6196,ストライク,,,,,,,,,,,,,,,,,,,,,,1
6197,ソラスト,,,,,,,,,,,,,,,,,,,,,,1
6198,キャリア,,,,,,,,,,,,,,,,,,,,,,1
6199,セラク,,,,,,,,,,,,,,,,,,,,,,1
6200,インソース,,,,,,,,,,,,,,,,,,,,,,1
6201,豊田自動織機,,,,,,,,,,,,,,,,,,,,,,1
6203,豊和工業,,,,,,,,,,,,,,,,,,,,,,1
6205,ＯＫＫ,,,,,,,,,,,,,,,,,,,,,,1
6208,石川製作所,,,,,,,,,,,,,,,,,,,,,,1
6210,東洋機械金属,,,,,,,,,,,,,,,,,,,,,,1
6217,津田駒工業,,,,,,,,,,,,,,,,,,,,,,1
6218,エンシュウ,,,,,,,,,,,,,,,,,,,,,,1
6222,島精機製作所,,,,,,,,,,,,,,,,,,,,,,1
6232,自律制御システム研究所,,,,,,,,,,,,,,,,,,,,,,1
6233,極東産機,,,,,,,,,,,,,,,,,,,,,,1
6235,オプトラン,,,,,,,,,,,,,,,,,,,,,,1
6236,ＮＣホールディングス,,,,,,,,,,,,,,,,,,,,,,1
6237,イワキポンプ,,,,,,,,,,,,,,,,,,,,,,1
6238,フリュー,,,,,,,,,,,,,,,,,,,,,,1
6239,ナガオカ,,,,,,,,,,,,,,,,,,,,,,1
